,0
sigma_ols,0.4564736171342328
sigma_ols_se,0.042394470367518394
sigma_iv,-0.1491656358670379
sigma_iv_se,0.08959935853375056
first_stage_f,4960.883531287315
beta_same_0_7,-0.0003767454562985936
beta_same_0_7_se,0.0038338997458616858
beta_rival_0_7,0.000753485219860259
beta_rival_0_7_se,0.0002953916805201847
sd_same,8.438737998335142
sd_rival,80.41559013211733
one_sd_same_pct,-0.31742077143394054
one_sd_rival_pct,6.246529591088601
n_obs_panel,30903.0
n_models,385.0
